college,pla,age,race,gender,income,for-profit to for-profit,for-profit to private non-profit,for-profit to 2-year public,for-profit to 4-year public,for-profit to non-transfer,private non-profit to for-profit,private non-profit to private non-profit,private non-profit to 2-year public,private non-profit to 4-year public,private non-profit to non-transfer,2-year public to for-profit,2-year public to private non-profit,2-year public to 2-year public,2-year public to 4-year public,2-year public to non-transfer,4-year public to for-profit,4-year public to private non-profit,4-year public to 2-year public,4-year public to 4-year public,4-year public to non-transfer,for-profit to non-completers,private non-profit to non-completers,2-year public to non-completers,4-year public to non-completers,non-transfer to non-completers,for-profit to graduates,private non-profit to graduates,2-year public to graduates,4-year public to graduates,non-transfer to graduates,cost,time
all,none,over 24,White,female,low income,0.0242,0.0141,0.0141,0.0141,0.0421,0.0096,0.0129,0.0193,0.0197,0.0573,0.0142,0.0569,0.1159,0.1748,0.1580,0.0117,0.0223,0.0613,0.0562,0.1012,0.0378,0.0645,0.1262,0.1607,0.2717,0.0219,0.0417,0.0844,0.1043,0.0928,59451.8000,4.3000
all,none,18 to 24,all,male,low income,0.0029,0.0017,0.0017,0.0017,0.0051,0.0110,0.0146,0.0220,0.0225,0.0652,0.0112,0.0448,0.0913,0.1377,0.1245,0.0205,0.0390,0.1072,0.0984,0.1770,0.0211,0.0479,0.1063,0.1271,0.2320,0.0245,0.0523,0.1158,0.1332,0.1456,59451.8000,4.3000
all,none,over 24,all,male,low income,0.0282,0.0165,0.0165,0.0165,0.0492,0.0077,0.0103,0.0155,0.0159,0.0460,0.0149,0.0597,0.1216,0.1835,0.1658,0.0107,0.0205,0.0563,0.0516,0.0929,0.0510,0.0867,0.1686,0.2167,0.3107,0.0106,0.0203,0.0413,0.0508,0.0460,59451.8000,4.3000
all,none,18 to 24,Black,male,low income,0.0065,0.0038,0.0038,0.0038,0.0113,0.0108,0.0144,0.0217,0.0222,0.0643,0.0119,0.0476,0.0970,0.1463,0.1322,0.0186,0.0355,0.0976,0.0896,0.1612,0.0265,0.0567,0.1228,0.1487,0.2541,0.0214,0.0446,0.0972,0.1132,0.1201,59451.8000,4.3000
all,none,over 24,Black,male,low income,0.0533,0.0312,0.0312,0.0312,0.0930,0.0066,0.0087,0.0131,0.0134,0.0390,0.0136,0.0545,0.1109,0.1674,0.1513,0.0084,0.0160,0.0440,0.0404,0.0726,0.0721,0.0969,0.1742,0.2222,0.3241,0.0099,0.0136,0.0251,0.0302,0.0333,59451.8000,4.3000
all,none,18 to 24,Hispanic,male,low income,0.0024,0.0014,0.0014,0.0014,0.0042,0.0065,0.0087,0.0130,0.0133,0.0387,0.0138,0.0553,0.1126,0.1698,0.1535,0.0187,0.0356,0.0979,0.0899,0.1617,0.0225,0.0562,0.1248,0.1548,0.2574,0.0190,0.0448,0.1002,0.1197,0.1069,59451.8000,4.3000
all,none,over 24,Hispanic,male,low income,0.0222,0.0130,0.0130,0.0130,0.0387,0.0044,0.0059,0.0088,0.0090,0.0261,0.0176,0.0704,0.1434,0.2163,0.1956,0.0094,0.0179,0.0491,0.0451,0.0811,0.0467,0.0937,0.1869,0.2491,0.3160,0.0069,0.0134,0.0274,0.0343,0.0275,59451.8000,4.3000
all,none,18 to 24,White,male,low income,0.0024,0.0014,0.0014,0.0014,0.0042,0.0130,0.0173,0.0260,0.0266,0.0772,0.0102,0.0406,0.0827,0.1248,0.1128,0.0212,0.0404,0.1111,0.1019,0.1834,0.0147,0.0330,0.0736,0.0872,0.1895,0.0321,0.0668,0.1476,0.1676,0.1949,59451.8000,4.3000
all,none,over 24,White,male,low income,0.0242,0.0141,0.0141,0.0141,0.0421,0.0096,0.0129,0.0193,0.0197,0.0573,0.0142,0.0569,0.1159,0.1748,0.1580,0.0117,0.0223,0.0613,0.0562,0.1012,0.0414,0.0709,0.1388,0.1766,0.2837,0.0184,0.0353,0.0717,0.0884,0.0798,59451.8000,4.3000
all,none,18 to 24,all,all,middle or high income,0.0013,0.0008,0.0008,0.0008,0.0023,0.0163,0.0217,0.0326,0.0334,0.0968,0.0073,0.0291,0.0592,0.0893,0.0807,0.0244,0.0465,0.1279,0.1174,0.2113,0.0133,0.0283,0.0645,0.0725,0.1607,0.0360,0.0698,0.1560,0.1684,0.2356,59451.8000,4.3000
all,none,over 24,all,all,middle or high income,0.0153,0.0089,0.0089,0.0089,0.0266,0.0139,0.0185,0.0278,0.0284,0.0824,0.0117,0.0467,0.0951,0.1435,0.1297,0.0155,0.0294,0.0810,0.0743,0.1337,0.0354,0.0641,0.1307,0.1591,0.2689,0.0209,0.0395,0.0820,0.0960,0.1078,59451.8000,4.3000
all,none,18 to 24,Black,all,middle or high income,0.0045,0.0026,0.0026,0.0026,0.0078,0.0141,0.0188,0.0282,0.0288,0.0836,0.0096,0.0385,0.0785,0.1184,0.1070,0.0210,0.0401,0.1102,0.1011,0.1819,0.0180,0.0377,0.0830,0.0973,0.1993,0.0312,0.0623,0.1364,0.1537,0.1870,59451.8000,4.3000
all,none,over 24,Black,all,middle or high income,0.0420,0.0246,0.0246,0.0246,0.0732,0.0097,0.0129,0.0194,0.0199,0.0576,0.0126,0.0502,0.1022,0.1541,0.1393,0.0108,0.0206,0.0565,0.0519,0.0933,0.0576,0.0787,0.1445,0.1799,0.2959,0.0175,0.0295,0.0582,0.0706,0.0713,59451.8000,4.3000
all,none,18 to 24,Hispanic,all,middle or high income,0.0017,0.0010,0.0010,0.0010,0.0030,0.0087,0.0116,0.0174,0.0178,0.0515,0.0115,0.0458,0.0933,0.1408,0.1272,0.0216,0.0412,0.1132,0.1039,0.1869,0.0156,0.0375,0.0846,0.1016,0.2078,0.0278,0.0621,0.1403,0.1618,0.1681,59451.8000,4.3000
all,none,over 24,Hispanic,all,middle or high income,0.0173,0.0101,0.0101,0.0101,0.0301,0.0064,0.0086,0.0129,0.0132,0.0382,0.0160,0.0641,0.1305,0.1970,0.1780,0.0119,0.0227,0.0624,0.0573,0.1030,0.0375,0.0746,0.1511,0.1961,0.2917,0.0142,0.0309,0.0648,0.0814,0.0625,59451.8000,4.3000
all,none,18 to 24,White,all,middle or high income,0.0016,0.0009,0.0009,0.0009,0.0028,0.0164,0.0218,0.0327,0.0335,0.0971,0.0080,0.0318,0.0648,0.0978,0.0884,0.0232,0.0441,0.1214,0.1114,0.2004,0.0064,0.0147,0.0337,0.0395,0.1231,0.0427,0.0840,0.1861,0.2041,0.2725,59451.8000,4.3000
all,none,over 24,White,all,middle or high income,0.0179,0.0105,0.0105,0.0105,0.0311,0.0134,0.0179,0.0268,0.0274,0.0795,0.0123,0.0492,0.1002,0.1512,0.1367,0.0141,0.0269,0.0739,0.0679,0.1221,0.0286,0.0503,0.1009,0.1248,0.2384,0.0291,0.0541,0.1106,0.1322,0.1377,59451.8000,4.3000
all,none,18 to 24,all,female,middle or high income,0.0013,0.0008,0.0008,0.0008,0.0023,0.0163,0.0217,0.0326,0.0334,0.0968,0.0073,0.0291,0.0592,0.0893,0.0807,0.0244,0.0465,0.1279,0.1174,0.2113,0.0118,0.0253,0.0579,0.0653,0.1514,0.0375,0.0728,0.1626,0.1756,0.2452,59451.8000,4.3000
all,none,over 24,all,female,middle or high income,0.0153,0.0089,0.0089,0.0089,0.0266,0.0139,0.0185,0.0278,0.0284,0.0824,0.0117,0.0467,0.0951,0.1435,0.1297,0.0155,0.0294,0.0810,0.0743,0.1337,0.0337,0.0609,0.1244,0.1514,0.2617,0.0226,0.0426,0.0884,0.1037,0.1155,59451.8000,4.3000
all,none,18 to 24,Black,female,middle or high income,0.0045,0.0026,0.0026,0.0026,0.0078,0.0141,0.0188,0.0282,0.0288,0.0836,0.0096,0.0385,0.0785,0.1184,0.1070,0.0210,0.0401,0.1102,0.1011,0.1819,0.0165,0.0347,0.0764,0.0898,0.1911,0.0327,0.0653,0.1430,0.1612,0.1956,59451.8000,4.3000
all,none,over 24,Black,female,middle or high income,0.0420,0.0246,0.0246,0.0246,0.0732,0.0097,0.0129,0.0194,0.0199,0.0576,0.0126,0.0502,0.1022,0.1541,0.1393,0.0108,0.0206,0.0565,0.0519,0.0933,0.0553,0.0755,0.1384,0.1724,0.2892,0.0198,0.0328,0.0643,0.0781,0.0785,59451.8000,4.3000
all,none,18 to 24,Hispanic,female,middle or high income,0.0017,0.0010,0.0010,0.0010,0.0030,0.0087,0.0116,0.0174,0.0178,0.0515,0.0115,0.0458,0.0933,0.1408,0.1272,0.0216,0.0412,0.1132,0.1039,0.1869,0.0143,0.0345,0.0778,0.0937,0.2006,0.0291,0.0651,0.1470,0.1697,0.1758,59451.8000,4.3000
all,none,over 24,Hispanic,female,middle or high income,0.0173,0.0101,0.0101,0.0101,0.0301,0.0064,0.0086,0.0129,0.0132,0.0382,0.0160,0.0641,0.1305,0.1970,0.1780,0.0119,0.0227,0.0624,0.0573,0.1030,0.0359,0.0714,0.1446,0.1878,0.2866,0.0157,0.0341,0.0713,0.0897,0.0682,59451.8000,4.3000
all,none,18 to 24,White,female,middle or high income,0.0016,0.0009,0.0009,0.0009,0.0028,0.0164,0.0218,0.0327,0.0335,0.0971,0.0080,0.0318,0.0648,0.0978,0.0884,0.0232,0.0441,0.1214,0.1114,0.2004,0.0050,0.0118,0.0272,0.0323,0.1144,0.0441,0.0869,0.1926,0.2113,0.2815,59451.8000,4.3000
all,none,over 24,White,female,middle or high income,0.0179,0.0105,0.0105,0.0105,0.0311,0.0134,0.0179,0.0268,0.0274,0.0795,0.0123,0.0492,0.1002,0.1512,0.1367,0.0141,0.0269,0.0739,0.0679,0.1221,0.0269,0.0472,0.0945,0.1171,0.2314,0.0308,0.0572,0.1169,0.1399,0.1450,59451.8000,4.3000
all,none,18 to 24,all,male,middle or high income,0.0013,0.0008,0.0008,0.0008,0.0023,0.0163,0.0217,0.0326,0.0334,0.0968,0.0073,0.0291,0.0592,0.0893,0.0807,0.0244,0.0465,0.1279,0.1174,0.2113,0.0148,0.0312,0.0711,0.0797,0.1700,0.0345,0.0669,0.1494,0.1612,0.2261,59451.8000,4.3000
all,none,over 24,all,male,middle or high income,0.0153,0.0089,0.0089,0.0089,0.0266,0.0139,0.0185,0.0278,0.0284,0.0824,0.0117,0.0467,0.0951,0.1435,0.1297,0.0155,0.0294,0.0810,0.0743,0.1337,0.0371,0.0672,0.1371,0.1667,0.2762,0.0192,0.0364,0.0756,0.0884,0.1001,59451.8000,4.3000
all,none,18 to 24,Black,male,middle or high income,0.0045,0.0026,0.0026,0.0026,0.0078,0.0141,0.0188,0.0282,0.0288,0.0836,0.0096,0.0385,0.0785,0.1184,0.1070,0.0210,0.0401,0.1102,0.1011,0.1819,0.0195,0.0407,0.0896,0.1048,0.2075,0.0298,0.0593,0.1298,0.1461,0.1785,59451.8000,4.3000
all,none,over 24,Black,male,middle or high income,0.0420,0.0246,0.0246,0.0246,0.0732,0.0097,0.0129,0.0194,0.0199,0.0576,0.0126,0.0502,0.1022,0.1541,0.1393,0.0108,0.0206,0.0565,0.0519,0.0933,0.0598,0.0820,0.1505,0.1874,0.3026,0.0153,0.0263,0.0522,0.0631,0.0642,59451.8000,4.3000
all,none,18 to 24,Hispanic,male,middle or high income,0.0017,0.0010,0.0010,0.0010,0.0030,0.0087,0.0116,0.0174,0.0178,0.0515,0.0115,0.0458,0.0933,0.1408,0.1272,0.0216,0.0412,0.1132,0.1039,0.1869,0.0169,0.0405,0.0913,0.1095,0.2151,0.0265,0.0591,0.1335,0.1539,0.1605,59451.8000,4.3000
all,none,over 24,Hispanic,male,middle or high income,0.0173,0.0101,0.0101,0.0101,0.0301,0.0064,0.0086,0.0129,0.0132,0.0382,0.0160,0.0641,0.1305,0.1970,0.1780,0.0119,0.0227,0.0624,0.0573,0.1030,0.0390,0.0778,0.1576,0.2044,0.2969,0.0126,0.0278,0.0584,0.0731,0.0569,59451.8000,4.3000
all,none,18 to 24,White,male,middle or high income,0.0016,0.0009,0.0009,0.0009,0.0028,0.0164,0.0218,0.0327,0.0335,0.0971,0.0080,0.0318,0.0648,0.0978,0.0884,0.0232,0.0441,0.1214,0.1114,0.2004,0.0079,0.0177,0.0403,0.0468,0.1321,0.0412,0.0810,0.1796,0.1968,0.2633,59451.8000,4.3000
all,none,over 24,White,male,middle or high income,0.0179,0.0105,0.0105,0.0105,0.0311,0.0134,0.0179,0.0268,0.0274,0.0795,0.0123,0.0492,0.1002,0.1512,0.1367,0.0141,0.0269,0.0739,0.0679,0.1221,0.0304,0.0535,0.1072,0.1325,0.2454,0.0273,0.0510,0.1042,0.1245,0.1303,59451.8000,4.3000
all,less than 15 credits,all,all,all,all,0.0051,0.0030,0.0030,0.0030,0.0089,0.0136,0.0181,0.0271,0.0278,0.0805,0.0096,0.0385,0.0783,0.1182,0.1068,0.0212,0.0404,0.1112,0.1021,0.1836,0.0091,0.0178,0.0404,0.0454,0.1554,0.0404,0.0822,0.1792,0.2056,0.2333,57668.2460,4.1710
all,less than 15 credits,all,Black,all,all,0.0112,0.0065,0.0065,0.0065,0.0195,0.0133,0.0177,0.0266,0.0272,0.0790,0.0102,0.0406,0.0827,0.1248,0.1128,0.0192,0.0366,0.1006,0.0924,0.1662,0.0160,0.0289,0.0616,0.0721,0.1829,0.0378,0.0726,0.1549,0.1788,0.2023,57668.2460,4.1710
all,less than 15 credits,all,Hispanic,all,all,0.0043,0.0025,0.0025,0.0025,0.0075,0.0083,0.0111,0.0166,0.0170,0.0493,0.0122,0.0489,0.0995,0.1502,0.1358,0.0200,0.0381,0.1047,0.0961,0.1729,0.0102,0.0229,0.0510,0.0615,0.1836,0.0346,0.0777,0.1723,0.2043,0.1921,57668.2460,4.1710
all,less than 15 credits,all,White,all,all,0.0041,0.0024,0.0024,0.0024,0.0072,0.0159,0.0212,0.0318,0.0325,0.0944,0.0086,0.0345,0.0703,0.1060,0.0959,0.0218,0.0415,0.1141,0.1047,0.1883,0.0029,0.0054,0.0117,0.0137,0.1090,0.0475,0.0942,0.2068,0.2320,0.2857,57668.2460,4.1710
all,less than 15 credits,all,all,female,all,0.0051,0.0030,0.0030,0.0030,0.0089,0.0136,0.0181,0.0271,0.0278,0.0805,0.0096,0.0385,0.0783,0.1182,0.1068,0.0212,0.0404,0.1112,0.1021,0.1836,0.0062,0.0126,0.0284,0.0332,0.1361,0.0433,0.0874,0.1912,0.2178,0.2529,57668.2460,4.1710
all,less than 15 credits,all,Black,female,all,0.0112,0.0065,0.0065,0.0065,0.0195,0.0133,0.0177,0.0266,0.0272,0.0790,0.0102,0.0406,0.0827,0.1248,0.1128,0.0192,0.0366,0.1006,0.0924,0.1662,0.0130,0.0236,0.0500,0.0592,0.1673,0.0408,0.0779,0.1664,0.1917,0.2184,57668.2460,4.1710
all,less than 15 credits,all,Hispanic,female,all,0.0043,0.0025,0.0025,0.0025,0.0075,0.0083,0.0111,0.0166,0.0170,0.0493,0.0122,0.0489,0.0995,0.1502,0.1358,0.0200,0.0381,0.1047,0.0961,0.1729,0.0085,0.0193,0.0430,0.0525,0.1737,0.0364,0.0812,0.1804,0.2133,0.2024,57668.2460,4.1710
all,less than 15 credits,all,White,female,all,0.0041,0.0024,0.0024,0.0024,0.0072,0.0159,0.0212,0.0318,0.0325,0.0944,0.0086,0.0345,0.0703,0.1060,0.0959,0.0218,0.0415,0.1141,0.1047,0.1883,0.0017,0.0028,0.0055,0.0065,0.1028,0.0487,0.0969,0.2130,0.2392,0.2923,57668.2460,4.1710
all,less than 15 credits,all,all,male,all,0.0051,0.0030,0.0030,0.0030,0.0089,0.0136,0.0181,0.0271,0.0278,0.0805,0.0096,0.0385,0.0783,0.1182,0.1068,0.0212,0.0404,0.1112,0.1021,0.1836,0.0115,0.0234,0.0523,0.0605,0.1656,0.0380,0.0765,0.1674,0.1905,0.2222,57668.2460,4.1710
all,less than 15 credits,all,Black,male,all,0.0112,0.0065,0.0065,0.0065,0.0195,0.0133,0.0177,0.0266,0.0272,0.0790,0.0102,0.0406,0.0827,0.1248,0.1128,0.0192,0.0366,0.1006,0.0924,0.1662,0.0180,0.0330,0.0701,0.0825,0.1918,0.0358,0.0685,0.1464,0.1684,0.1929,57668.2460,4.1710
all,less than 15 credits,all,Hispanic,male,all,0.0043,0.0025,0.0025,0.0025,0.0075,0.0083,0.0111,0.0166,0.0170,0.0493,0.0122,0.0489,0.0995,0.1502,0.1358,0.0200,0.0381,0.1047,0.0961,0.1729,0.0126,0.0287,0.0637,0.0771,0.1949,0.0322,0.0719,0.1597,0.1887,0.1798,57668.2460,4.1710
all,less than 15 credits,all,White,male,all,0.0041,0.0024,0.0024,0.0024,0.0072,0.0159,0.0212,0.0318,0.0325,0.0944,0.0086,0.0345,0.0703,0.1060,0.0959,0.0218,0.0415,0.1141,0.1047,0.1883,0.0044,0.0090,0.0201,0.0237,0.1164,0.0460,0.0906,0.1984,0.2220,0.2777,57668.2460,4.1710
all,less than 15 credits,all,all,all,low income,0.0074,0.0043,0.0043,0.0043,0.0128,0.0104,0.0139,0.0208,0.0213,0.0618,0.0119,0.0474,0.0966,0.1457,0.1317,0.0188,0.0358,0.0983,0.0902,0.1623,0.0126,0.0258,0.0560,0.0674,0.1872,0.0358,0.0756,0.1640,0.1942,0.1911,57668.2460,4.1710
all,less than 15 credits,all,Black,all,low income,0.0157,0.0092,0.0092,0.0092,0.0275,0.0100,0.0133,0.0200,0.0204,0.0593,0.0123,0.0490,0.0997,0.1504,0.1360,0.0166,0.0316,0.0870,0.0799,0.1437,0.0207,0.0369,0.0762,0.0929,0.2125,0.0339,0.0663,0.1397,0.1671,0.1624,57668.2460,4.1710
all,less than 15 credits,all,Hispanic,all,low income,0.0060,0.0035,0.0035,0.0035,0.0105,0.0061,0.0082,0.0123,0.0126,0.0364,0.0145,0.0580,0.1181,0.1783,0.1611,0.0170,0.0324,0.0891,0.0818,0.1471,0.0138,0.0320,0.0695,0.0873,0.2164,0.0298,0.0701,0.1535,0.1888,0.1494,57668.2460,4.1710
all,less than 15 credits,all,White,all,low income,0.0060,0.0035,0.0035,0.0035,0.0105,0.0124,0.0166,0.0249,0.0255,0.0738,0.0109,0.0434,0.0883,0.1332,0.1204,0.0196,0.0374,0.1027,0.0943,0.1696,0.0057,0.0117,0.0255,0.0311,0.1435,0.0432,0.0891,0.1939,0.2254,0.2412,57668.2460,4.1710
all,less than 15 credits,all,all,female,low income,0.0074,0.0043,0.0043,0.0043,0.0128,0.0104,0.0139,0.0208,0.0213,0.0618,0.0119,0.0474,0.0966,0.1457,0.1317,0.0188,0.0358,0.0983,0.0902,0.1623,0.0104,0.0214,0.0464,0.0565,0.1751,0.0380,0.0799,0.1736,0.2050,0.2036,57668.2460,4.1710
all,less than 15 credits,all,Black,female,low income,0.0157,0.0092,0.0092,0.0092,0.0275,0.0100,0.0133,0.0200,0.0204,0.0593,0.0123,0.0490,0.0997,0.1504,0.1360,0.0166,0.0316,0.0870,0.0799,0.1437,0.0182,0.0324,0.0666,0.0816,0.2014,0.0364,0.0708,0.1493,0.1783,0.1740,57668.2460,4.1710
all,less than 15 credits,all,Hispanic,female,low income,0.0060,0.0035,0.0035,0.0035,0.0105,0.0061,0.0082,0.0123,0.0126,0.0364,0.0145,0.0580,0.1181,0.1783,0.1611,0.0170,0.0324,0.0891,0.0818,0.1471,0.0122,0.0284,0.0616,0.0778,0.2087,0.0314,0.0737,0.1614,0.1983,0.1577,57668.2460,4.1710
all,less than 15 credits,all,White,female,low income,0.0060,0.0035,0.0035,0.0035,0.0105,0.0124,0.0166,0.0249,0.0255,0.0738,0.0109,0.0434,0.0883,0.1332,0.1204,0.0196,0.0374,0.1027,0.0943,0.1696,0.0041,0.0083,0.0175,0.0218,0.1353,0.0448,0.0926,0.2020,0.2347,0.2498,57668.2460,4.1710
all,less than 15 credits,all,all,male,low income,0.0074,0.0043,0.0043,0.0043,0.0128,0.0104,0.0139,0.0208,0.0213,0.0618,0.0119,0.0474,0.0966,0.1457,0.1317,0.0188,0.0358,0.0983,0.0902,0.1623,0.0149,0.0308,0.0668,0.0808,0.1971,0.0335,0.0705,0.1532,0.1808,0.1804,57668.2460,4.1710
all,less than 15 credits,all,Black,male,low income,0.0157,0.0092,0.0092,0.0092,0.0275,0.0100,0.0133,0.0200,0.0204,0.0593,0.0123,0.0490,0.0997,0.1504,0.1360,0.0166,0.0316,0.0870,0.0799,0.1437,0.0228,0.0411,0.0849,0.1036,0.2209,0.0318,0.0621,0.1310,0.1564,0.1534,57668.2460,4.1710
all,less than 15 credits,all,Hispanic,male,low income,0.0060,0.0035,0.0035,0.0035,0.0105,0.0061,0.0082,0.0123,0.0126,0.0364,0.0145,0.0580,0.1181,0.1783,0.1611,0.0170,0.0324,0.0891,0.0818,0.1471,0.0159,0.0371,0.0804,0.1011,0.2251,0.0278,0.0651,0.1426,0.1750,0.1400,57668.2460,4.1710
all,less than 15 credits,all,White,male,low income,0.0060,0.0035,0.0035,0.0035,0.0105,0.0124,0.0166,0.0249,0.0255,0.0738,0.0109,0.0434,0.0883,0.1332,0.1204,0.0196,0.0374,0.1027,0.0943,0.1696,0.0075,0.0157,0.0344,0.0418,0.1519,0.0415,0.0851,0.1850,0.2147,0.2322,57668.2460,4.1710
all,less than 15 credits,all,all,all,middle or high income,0.0034,0.0020,0.0020,0.0020,0.0059,0.0159,0.0212,0.0319,0.0326,0.0946,0.0079,0.0317,0.0646,0.0974,0.0881,0.0231,0.0440,0.1209,0.1110,0.1997,0.0063,0.0130,0.0302,0.0341,0.1225,0.0441,0.0859,0.1892,0.2089,0.2732,57668.2460,4.1710
all,less than 15 credits,all,Black,all,middle or high income,0.0112,0.0065,0.0065,0.0065,0.0195,0.0133,0.0177,0.0266,0.0272,0.0790,0.0102,0.0406,0.0827,0.1248,0.1128,0.0192,0.0366,0.1006,0.0924,0.1662,0.0128,0.0231,0.0490,0.0581,0.1660,0.0411,0.0784,0.1674,0.1928,0.2197,57668.2460,4.1710
all,less than 15 credits,all,Hispanic,all,middle or high income,0.0043,0.0025,0.0025,0.0025,0.0075,0.0083,0.0111,0.0166,0.0170,0.0493,0.0122,0.0489,0.0995,0.1502,0.1358,0.0200,0.0381,0.1047,0.0961,0.1729,0.0083,0.0189,0.0420,0.0513,0.1726,0.0366,0.0817,0.1814,0.2145,0.2035,57668.2460,4.1710
all,less than 15 credits,all,White,all,middle or high income,0.0041,0.0024,0.0024,0.0024,0.0072,0.0159,0.0212,0.0318,0.0325,0.0944,0.0086,0.0345,0.0703,0.1060,0.0959,0.0218,0.0415,0.1141,0.1047,0.1883,0.0017,0.0026,0.0052,0.0060,0.1027,0.0487,0.0970,0.2134,0.2397,0.2923,57668.2460,4.1710
all,less than 15 credits,all,all,female,middle or high income,0.0034,0.0020,0.0020,0.0020,0.0059,0.0159,0.0212,0.0319,0.0326,0.0946,0.0079,0.0317,0.0646,0.0974,0.0881,0.0231,0.0440,0.1209,0.1110,0.1997,0.0041,0.0085,0.0192,0.0223,0.1085,0.0462,0.0905,0.2002,0.2208,0.2876,57668.2460,4.1710
all,less than 15 credits,all,Black,female,middle or high income,0.0112,0.0065,0.0065,0.0065,0.0195,0.0133,0.0177,0.0266,0.0272,0.0790,0.0102,0.0406,0.0827,0.1248,0.1128,0.0192,0.0366,0.1006,0.0924,0.1662,0.0100,0.0180,0.0381,0.0457,0.1519,0.0438,0.0835,0.1784,0.2052,0.2344,57668.2460,4.1710
all,less than 15 credits,all,Hispanic,female,middle or high income,0.0043,0.0025,0.0025,0.0025,0.0075,0.0083,0.0111,0.0166,0.0170,0.0493,0.0122,0.0489,0.0995,0.1502,0.1358,0.0200,0.0381,0.1047,0.0961,0.1729,0.0064,0.0147,0.0326,0.0404,0.1621,0.0385,0.0858,0.1908,0.2254,0.2145,57668.2460,4.1710
all,less than 15 credits,all,White,female,middle or high income,0.0041,0.0024,0.0024,0.0024,0.0072,0.0159,0.0212,0.0318,0.0325,0.0944,0.0086,0.0345,0.0703,0.1060,0.0959,0.0218,0.0415,0.1141,0.1047,0.1883,0.0014,0.0022,0.0046,0.0052,0.1024,0.0490,0.0974,0.2139,0.2405,0.2928,57668.2460,4.1710
all,less than 15 credits,all,all,male,middle or high income,0.0034,0.0020,0.0020,0.0020,0.0059,0.0159,0.0212,0.0319,0.0326,0.0946,0.0079,0.0317,0.0646,0.0974,0.0881,0.0231,0.0440,0.1209,0.1110,0.1997,0.0080,0.0166,0.0380,0.0433,0.1318,0.0423,0.0823,0.1814,0.1998,0.2634,57668.2460,4.1710
all,less than 15 credits,all,Black,male,middle or high income,0.0112,0.0065,0.0065,0.0065,0.0195,0.0133,0.0177,0.0266,0.0272,0.0790,0.0102,0.0406,0.0827,0.1248,0.1128,0.0192,0.0366,0.1006,0.0924,0.1662,0.0146,0.0266,0.0564,0.0669,0.1742,0.0393,0.0749,0.1601,0.1840,0.2111,57668.2460,4.1710
all,less than 15 credits,all,Hispanic,male,middle or high income,0.0043,0.0025,0.0025,0.0025,0.0075,0.0083,0.0111,0.0166,0.0170,0.0493,0.0122,0.0489,0.0995,0.1502,0.1358,0.0200,0.0381,0.1047,0.0961,0.1729,0.0101,0.0232,0.0515,0.0629,0.1815,0.0347,0.0773,0.1719,0.2029,0.1939,57668.2460,4.1710
all,less than 15 credits,all,White,male,middle or high income,0.0041,0.0024,0.0024,0.0024,0.0072,0.0159,0.0212,0.0318,0.0325,0.0944,0.0086,0.0345,0.0703,0.1060,0.0959,0.0218,0.0415,0.1141,0.1047,0.1883,0.0023,0.0043,0.0088,0.0111,0.1039,0.0481,0.0953,0.2097,0.2346,0.2908,57668.2460,4.1710
all,less than 15 credits,18 to 24,all,all,all,0.0020,0.0012,0.0012,0.0012,0.0035,0.0141,0.0187,0.0281,0.0288,0.0834,0.0089,0.0357,0.0728,0.1098,0.0992,0.0228,0.0433,0.1192,0.1094,0.1968,0.0026,0.0054,0.0123,0.0143,0.1122,0.0452,0.0935,0.2090,0.2348,0.2800,57668.2460,4.1710
all,less than 15 credits,over 24,all,all,all,0.0213,0.0125,0.0125,0.0125,0.0372,0.0110,0.0147,0.0220,0.0225,0.0653,0.0132,0.0528,0.1075,0.1622,0.1466,0.0132,0.0252,0.0694,0.0637,0.1146,0.0221,0.0361,0.0712,0.0883,0.2171,0.0367,0.0691,0.1402,0.1726,0.1562,57668.2460,4.1710
all,less than 15 credits,18 to 24,Black,all,all,0.0045,0.0026,0.0026,0.0026,0.0078,0.0141,0.0188,0.0282,0.0288,0.0836,0.0096,0.0385,0.0785,0.1184,0.1070,0.0210,0.0401,0.1102,0.1011,0.1819,0.0060,0.0129,0.0289,0.0344,0.1350,0.0432,0.0871,0.1905,0.2166,0.2542,57668.2460,4.1710
all,less than 15 credits,over 24,Black,all,all,0.0420,0.0246,0.0246,0.0246,0.0732,0.0097,0.0129,0.0194,0.0199,0.0576,0.0126,0.0502,0.1022,0.1541,0.1393,0.0108,0.0206,0.0565,0.0519,0.0933,0.0381,0.0498,0.0902,0.1118,0.2393,0.0370,0.0585,0.1125,0.1387,0.1319,57668.2460,4.1710
all,less than 15 credits,18 to 24,Hispanic,all,all,0.0017,0.0010,0.0010,0.0010,0.0030,0.0087,0.0116,0.0174,0.0178,0.0515,0.0115,0.0458,0.0933,0.1408,0.1272,0.0216,0.0412,0.1132,0.1039,0.1869,0.0040,0.0098,0.0222,0.0272,0.1456,0.0395,0.0898,0.2027,0.2362,0.2342,57668.2460,4.1710
all,less than 15 credits,over 24,Hispanic,all,all,0.0173,0.0101,0.0101,0.0101,0.0301,0.0064,0.0086,0.0129,0.0132,0.0382,0.0160,0.0641,0.1305,0.1970,0.1780,0.0119,0.0227,0.0624,0.0573,0.1030,0.0222,0.0425,0.0855,0.1108,0.2431,0.0295,0.0630,0.1304,0.1667,0.1168,57668.2460,4.1710
